epoch,lr-Adam,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_acc_top5,val_loss
,0.001,0,,,,,,
0,,9,,,3.583364963531494,,,
0,,19,,,3.5399253368377686,,,
0,,29,,,3.515716552734375,,,
0,,39,,,3.465078830718994,,,
0,,49,,,3.4245481491088867,,,
0,,59,,,3.4601998329162598,,,
0,,69,,,3.395005464553833,,,
0,,79,,,3.3480160236358643,,,
0,,89,,,3.3299052715301514,,,
0,,99,,,3.3171138763427734,,,
0,,109,,,3.1930603981018066,,,
0,,119,,,3.162932872772217,,,
0,,129,,,3.2055561542510986,,,
0,,139,,,3.1306960582733154,,,
0,,149,,,3.1233010292053223,,,
0,,159,,,3.0078625679016113,,,
0,,169,,,3.0208511352539062,,,
0,,179,,,2.927294969558716,,,
0,,189,,,2.8999698162078857,,,
0,,199,,,2.931790828704834,,,
0,,209,,,2.776407480239868,,,
0,,219,,,2.7242867946624756,,,
0,,229,,,2.7303884029388428,,,
0,,239,,,2.836562395095825,,,
0,,249,,,2.8086822032928467,,,
0,,259,,,2.7680768966674805,,,
0,,269,,,2.716858386993408,,,
0,,279,,,2.5630226135253906,,,
0,,289,,,2.537745952606201,,,
0,,299,,,2.6384713649749756,,,
0,,309,,,2.5236778259277344,,,
0,,319,,,2.4800801277160645,,,
0,,329,,,2.512348175048828,,,
0,,339,,,2.4149868488311768,,,
0,,349,,,2.5720174312591553,,,
0,,359,,,2.5259649753570557,,,
0,,369,,,2.2804319858551025,,,
0,,379,,,2.425018072128296,,,
0,,389,,,2.3346829414367676,,,
0,,399,,,2.2746963500976562,,,
0,,409,,,2.4361820220947266,,,
0,,419,,,2.3522145748138428,,,
0,,429,,,2.286328077316284,,,
0,,439,,,2.092855215072632,,,
0,,449,,,2.3466765880584717,,,
0,,459,,,2.3047027587890625,,,
0,,469,,,2.2311840057373047,,,
0,,479,,,2.28483510017395,,,
0,,489,,,2.312511920928955,,,
0,,499,,,2.1543869972229004,,,
0,,509,,,2.0622057914733887,,,
0,,519,,,2.072725772857666,,,
0,,529,,,2.143373727798462,,,
0,,539,,,2.1038453578948975,,,
0,,549,,,2.046079397201538,,,
0,,559,,,2.1458828449249268,,,
0,,569,,,1.9599502086639404,,,
0,,579,,,1.9293007850646973,,,
0,,589,,,2.0437471866607666,,,
0,,599,,,1.8773568868637085,,,
0,,609,,,1.999825358390808,,,
0,,619,,,1.927074909210205,,,
0,,629,,,1.8392019271850586,,,
0,,639,,,2.0253756046295166,,,
0,,649,,,1.837917685508728,,,
0,,659,,,1.9262768030166626,,,
0,,662,,,,0.5653741955757141,0.9036168456077576,1.5688416957855225
0,,662,0.29091382026672363,2.6001107692718506,,,,
,0.001,663,,,,,,
1,,669,,,1.9919188022613525,,,
1,,679,,,1.9073960781097412,,,
1,,689,,,1.800163984298706,,,
1,,699,,,2.1264638900756836,,,
1,,709,,,1.9002692699432373,,,
1,,719,,,1.848901629447937,,,
1,,729,,,1.6975536346435547,,,
1,,739,,,1.8367385864257812,,,
1,,749,,,1.8725389242172241,,,
1,,759,,,1.822015643119812,,,
1,,769,,,1.925199031829834,,,
1,,779,,,1.8395063877105713,,,
1,,789,,,1.7800917625427246,,,
1,,799,,,1.7380839586257935,,,
1,,809,,,1.758339524269104,,,
1,,819,,,1.6927658319473267,,,
1,,829,,,1.7193025350570679,,,
1,,839,,,1.638999342918396,,,
1,,849,,,1.6148464679718018,,,
1,,859,,,1.7633229494094849,,,
1,,869,,,1.791342854499817,,,
1,,879,,,1.7638614177703857,,,
1,,889,,,1.687710165977478,,,
1,,899,,,1.6057748794555664,,,
1,,909,,,1.6508452892303467,,,
1,,919,,,1.7361953258514404,,,
1,,929,,,1.928267240524292,,,
1,,939,,,1.7659748792648315,,,
1,,949,,,1.7231448888778687,,,
1,,959,,,1.6543011665344238,,,
1,,969,,,1.6115994453430176,,,
1,,979,,,1.7806768417358398,,,
1,,989,,,1.7676507234573364,,,
1,,999,,,1.5471457242965698,,,
1,,1009,,,1.557491421699524,,,
1,,1019,,,1.5798298120498657,,,
1,,1029,,,1.4817919731140137,,,
1,,1039,,,1.6154001951217651,,,
1,,1049,,,1.7150681018829346,,,
1,,1059,,,1.820052146911621,,,
1,,1069,,,1.5708636045455933,,,
1,,1079,,,1.5939451456069946,,,
1,,1089,,,1.4575605392456055,,,
1,,1099,,,1.5703375339508057,,,
1,,1109,,,1.628272294998169,,,
1,,1119,,,1.7508167028427124,,,
1,,1129,,,1.5943667888641357,,,
1,,1139,,,1.3368749618530273,,,
1,,1149,,,1.523893117904663,,,
1,,1159,,,1.544350028038025,,,
1,,1169,,,1.6651755571365356,,,
1,,1179,,,1.6070506572723389,,,
1,,1189,,,1.4254895448684692,,,
1,,1199,,,1.5142812728881836,,,
1,,1209,,,1.5306317806243896,,,
1,,1219,,,1.6291431188583374,,,
1,,1229,,,1.586506724357605,,,
1,,1239,,,1.3036161661148071,,,
1,,1249,,,1.4748514890670776,,,
1,,1259,,,1.5499098300933838,,,
1,,1269,,,1.4870845079421997,,,
1,,1279,,,1.5852091312408447,,,
1,,1289,,,1.609611988067627,,,
1,,1299,,,1.317685842514038,,,
1,,1309,,,1.6442959308624268,,,
1,,1319,,,1.5039594173431396,,,
1,,1325,,,,0.7022342681884766,0.9362789392471313,1.1006097793579102
1,,1325,0.5356953144073486,1.6570675373077393,,,,
,0.001,1326,,,,,,
2,,1329,,,1.5239466428756714,,,
2,,1339,,,1.3463412523269653,,,
2,,1349,,,1.446152925491333,,,
2,,1359,,,1.3184856176376343,,,
2,,1369,,,1.2713249921798706,,,
2,,1379,,,1.39579439163208,,,
2,,1389,,,1.4944586753845215,,,
2,,1399,,,1.3348865509033203,,,
2,,1409,,,1.2134159803390503,,,
2,,1419,,,1.5774953365325928,,,
2,,1429,,,1.374238133430481,,,
2,,1439,,,1.4847347736358643,,,
2,,1449,,,1.3886595964431763,,,
2,,1459,,,1.3960881233215332,,,
2,,1469,,,1.399841547012329,,,
2,,1479,,,1.4209964275360107,,,
2,,1489,,,1.3637855052947998,,,
2,,1499,,,1.1131460666656494,,,
2,,1509,,,1.6262142658233643,,,
2,,1519,,,1.4201741218566895,,,
2,,1529,,,1.4623624086380005,,,
2,,1539,,,1.2883490324020386,,,
2,,1549,,,1.481507658958435,,,
2,,1559,,,1.2853929996490479,,,
2,,1569,,,1.2480382919311523,,,
2,,1579,,,1.434058666229248,,,
2,,1589,,,1.2472220659255981,,,
2,,1599,,,1.3210786581039429,,,
2,,1609,,,1.4269479513168335,,,
2,,1619,,,1.3773577213287354,,,
2,,1629,,,1.3577252626419067,,,
2,,1639,,,1.316430926322937,,,
2,,1649,,,1.2575347423553467,,,
2,,1659,,,1.3949460983276367,,,
2,,1669,,,1.538042664527893,,,
2,,1679,,,1.368791103363037,,,
2,,1689,,,1.220970869064331,,,
2,,1699,,,1.326733946800232,,,
2,,1709,,,1.3909344673156738,,,
2,,1719,,,1.4484413862228394,,,
2,,1729,,,1.2502052783966064,,,
2,,1739,,,1.337485671043396,,,
2,,1749,,,1.370917797088623,,,
2,,1759,,,1.0627079010009766,,,
2,,1769,,,1.3131550550460815,,,
2,,1779,,,1.4018179178237915,,,
2,,1789,,,1.2775746583938599,,,
2,,1799,,,1.2713154554367065,,,
2,,1809,,,1.394633173942566,,,
2,,1819,,,1.2986576557159424,,,
2,,1829,,,1.3430206775665283,,,
2,,1839,,,1.3555680513381958,,,
2,,1849,,,1.2021406888961792,,,
2,,1859,,,1.3007041215896606,,,
2,,1869,,,1.3850163221359253,,,
2,,1879,,,1.3380037546157837,,,
2,,1889,,,1.3148353099822998,,,
2,,1899,,,0.996911346912384,,,
2,,1909,,,1.1314175128936768,,,
2,,1919,,,1.1469597816467285,,,
2,,1929,,,1.3621785640716553,,,
2,,1939,,,1.33160400390625,,,
2,,1949,,,1.2889810800552368,,,
2,,1959,,,1.1530323028564453,,,
2,,1969,,,1.1891264915466309,,,
2,,1979,,,1.1010361909866333,,,
2,,1988,,,,0.709447979927063,0.9409878849983215,1.005138874053955
2,,1988,0.6226913332939148,1.3443814516067505,,,,
,0.001,1989,,,,,,
3,,1989,,,1.4062223434448242,,,
3,,1999,,,1.306172251701355,,,
3,,2009,,,1.265219807624817,,,
3,,2019,,,1.1943447589874268,,,
3,,2029,,,1.1285990476608276,,,
3,,2039,,,1.2608894109725952,,,
3,,2049,,,1.2772599458694458,,,
3,,2059,,,1.2398097515106201,,,
3,,2069,,,1.3997951745986938,,,
3,,2079,,,1.0702307224273682,,,
3,,2089,,,1.1431406736373901,,,
3,,2099,,,0.9806573390960693,,,
3,,2109,,,1.3188672065734863,,,
3,,2119,,,1.0435253381729126,,,
3,,2129,,,1.1222491264343262,,,
3,,2139,,,1.1807514429092407,,,
3,,2149,,,1.229507565498352,,,
3,,2159,,,1.1349401473999023,,,
3,,2169,,,1.060850977897644,,,
3,,2179,,,1.1334110498428345,,,
3,,2189,,,1.2575496435165405,,,
3,,2199,,,1.0431839227676392,,,
3,,2209,,,1.2326350212097168,,,
3,,2219,,,1.219178557395935,,,
3,,2229,,,1.2162996530532837,,,
3,,2239,,,1.4694170951843262,,,
3,,2249,,,1.0175930261611938,,,
3,,2259,,,1.1177575588226318,,,
3,,2269,,,1.303690791130066,,,
3,,2279,,,1.2665784358978271,,,
3,,2289,,,1.0828860998153687,,,
3,,2299,,,1.2717258930206299,,,
3,,2309,,,1.1985149383544922,,,
3,,2319,,,1.2824147939682007,,,
3,,2329,,,1.114160180091858,,,
3,,2339,,,1.4925812482833862,,,
3,,2349,,,1.192991852760315,,,
3,,2359,,,1.1586195230484009,,,
3,,2369,,,1.154582142829895,,,
3,,2379,,,1.2204747200012207,,,
3,,2389,,,1.2286279201507568,,,
3,,2399,,,1.0064696073532104,,,
3,,2409,,,1.1134282350540161,,,
3,,2419,,,1.2080931663513184,,,
3,,2429,,,1.2302429676055908,,,
3,,2439,,,1.1268444061279297,,,
3,,2449,,,0.9418410062789917,,,
3,,2459,,,0.9558542370796204,,,
3,,2469,,,1.200576901435852,,,
3,,2479,,,1.1875064373016357,,,
3,,2489,,,1.1359093189239502,,,
3,,2499,,,1.2083526849746704,,,
3,,2509,,,1.1191083192825317,,,
3,,2519,,,1.0817846059799194,,,
3,,2529,,,1.3062188625335693,,,
3,,2539,,,0.9654400944709778,,,
3,,2549,,,1.2678518295288086,,,
3,,2559,,,1.135474681854248,,,
3,,2569,,,1.0327810049057007,,,
3,,2579,,,1.1008753776550293,,,
3,,2589,,,1.0087254047393799,,,
3,,2599,,,1.2451592683792114,,,
3,,2609,,,1.1048017740249634,,,
3,,2619,,,0.8125284910202026,,,
3,,2629,,,0.9561348557472229,,,
3,,2639,,,0.9618338346481323,,,
3,,2649,,,1.0008078813552856,,,
3,,2651,,,,0.8027251958847046,0.9640316367149353,0.7065357565879822
3,,2651,0.6711101531982422,1.1690893173217773,,,,
,0.001,2652,,,,,,
4,,2659,,,0.9476226568222046,,,
4,,2669,,,0.971107006072998,,,
4,,2679,,,1.1531901359558105,,,
4,,2689,,,0.9830619692802429,,,
4,,2699,,,1.0602258443832397,,,
4,,2709,,,1.093837857246399,,,
4,,2719,,,1.043845772743225,,,
4,,2729,,,1.241858720779419,,,
4,,2739,,,1.09933602809906,,,
4,,2749,,,1.2834111452102661,,,
4,,2759,,,1.4512360095977783,,,
4,,2769,,,1.140517234802246,,,
4,,2779,,,1.1937166452407837,,,
4,,2789,,,1.1817086935043335,,,
4,,2799,,,1.0243861675262451,,,
4,,2809,,,1.0078734159469604,,,
4,,2819,,,1.0644453763961792,,,
4,,2829,,,1.292096734046936,,,
4,,2839,,,1.0629268884658813,,,
4,,2849,,,1.1031662225723267,,,
4,,2859,,,1.0807439088821411,,,
4,,2869,,,1.0710034370422363,,,
4,,2879,,,0.9656426310539246,,,
4,,2889,,,1.1379692554473877,,,
4,,2899,,,0.982446551322937,,,
4,,2909,,,1.1199584007263184,,,
4,,2919,,,1.0640088319778442,,,
4,,2929,,,1.008538842201233,,,
4,,2939,,,1.0431078672409058,,,
4,,2949,,,1.26420259475708,,,
4,,2959,,,1.0407054424285889,,,
4,,2969,,,1.0352312326431274,,,
4,,2979,,,0.9111369252204895,,,
4,,2989,,,0.9270676970481873,,,
4,,2999,,,1.0065011978149414,,,
4,,3009,,,0.9746420383453369,,,
4,,3019,,,0.9641631841659546,,,
4,,3029,,,0.8622811436653137,,,
4,,3039,,,1.116405725479126,,,
4,,3049,,,1.1724942922592163,,,
4,,3059,,,1.043891429901123,,,
4,,3069,,,1.2587469816207886,,,
4,,3079,,,1.1658738851547241,,,
4,,3089,,,1.1007708311080933,,,
4,,3099,,,1.1244138479232788,,,
4,,3109,,,0.9564350843429565,,,
4,,3119,,,1.0164626836776733,,,
4,,3129,,,0.9717673063278198,,,
4,,3139,,,1.008242130279541,,,
4,,3149,,,0.9332435727119446,,,
4,,3159,,,0.9288365840911865,,,
4,,3169,,,0.9923237562179565,,,
4,,3179,,,0.9441588521003723,,,
4,,3189,,,1.052413821220398,,,
4,,3199,,,1.1900800466537476,,,
4,,3209,,,1.0512622594833374,,,
4,,3219,,,0.926856517791748,,,
4,,3229,,,1.1324018239974976,,,
4,,3239,,,0.9529241919517517,,,
4,,3249,,,1.0536288022994995,,,
4,,3259,,,0.8581927418708801,,,
4,,3269,,,1.0337837934494019,,,
4,,3279,,,0.9680096507072449,,,
4,,3289,,,0.9476529359817505,,,
4,,3299,,,1.0141749382019043,,,
4,,3309,,,1.01519775390625,,,
4,,3314,,,,0.8282737135887146,0.9664362072944641,0.6568359732627869
4,,3314,0.7027450799942017,1.0521626472473145,,,,
,0.001,3315,,,,,,
5,,3319,,,0.964671790599823,,,
5,,3329,,,0.8041219711303711,,,
5,,3339,,,0.8608763813972473,,,
5,,3349,,,0.9317746162414551,,,
5,,3359,,,0.9606537818908691,,,
5,,3369,,,1.069765329360962,,,
5,,3379,,,1.0384927988052368,,,
5,,3389,,,1.1838862895965576,,,
5,,3399,,,0.9063908457756042,,,
5,,3409,,,1.27173912525177,,,
5,,3419,,,0.8495888710021973,,,
5,,3429,,,1.053818702697754,,,
5,,3439,,,1.0039311647415161,,,
5,,3449,,,0.9203526377677917,,,
5,,3459,,,1.0409754514694214,,,
5,,3469,,,1.1155567169189453,,,
5,,3479,,,0.8541074991226196,,,
5,,3489,,,0.8953075408935547,,,
5,,3499,,,1.091660737991333,,,
5,,3509,,,0.9214130640029907,,,
5,,3519,,,1.0063230991363525,,,
5,,3529,,,0.9631709456443787,,,
5,,3539,,,0.9111074209213257,,,
5,,3549,,,1.2532776594161987,,,
5,,3559,,,0.9529274106025696,,,
5,,3569,,,0.8615795969963074,,,
5,,3579,,,1.0551384687423706,,,
5,,3589,,,0.9776573777198792,,,
5,,3599,,,0.934804379940033,,,
5,,3609,,,1.0374559164047241,,,
5,,3619,,,0.8795241117477417,,,
5,,3629,,,1.0210431814193726,,,
5,,3639,,,1.0286213159561157,,,
5,,3649,,,1.0330872535705566,,,
5,,3659,,,0.8795186281204224,,,
5,,3669,,,0.9833427667617798,,,
5,,3679,,,1.0531147718429565,,,
5,,3689,,,0.9451829791069031,,,
5,,3699,,,0.9000838994979858,,,
5,,3709,,,0.963169515132904,,,
5,,3719,,,0.8735832571983337,,,
5,,3729,,,1.0072739124298096,,,
5,,3739,,,0.9494890570640564,,,
5,,3749,,,0.7274126410484314,,,
5,,3759,,,0.9523681998252869,,,
5,,3769,,,1.018685221672058,,,
5,,3779,,,0.9626649022102356,,,
5,,3789,,,0.9689781665802002,,,
5,,3799,,,1.017721176147461,,,
5,,3809,,,1.045566439628601,,,
5,,3819,,,0.9332842230796814,,,
5,,3829,,,0.942121148109436,,,
5,,3839,,,0.8466486930847168,,,
5,,3849,,,0.8302211761474609,,,
5,,3859,,,0.88243567943573,,,
5,,3869,,,0.6950072050094604,,,
5,,3879,,,0.9682656526565552,,,
5,,3889,,,0.7275588512420654,,,
5,,3899,,,0.98650062084198,,,
5,,3909,,,0.9385424852371216,,,
5,,3919,,,0.8874457478523254,,,
5,,3929,,,0.816145122051239,,,
5,,3939,,,1.0102602243423462,,,
5,,3949,,,0.8937170505523682,,,
5,,3959,,,0.9056997299194336,,,
5,,3969,,,0.8584796786308289,,,
5,,3977,,,,0.8337841629981995,0.9694419503211975,0.6043134331703186
5,,3977,0.727237343788147,0.9697660207748413,,,,
,0.001,3978,,,,,,
6,,3979,,,0.8719269633293152,,,
6,,3989,,,0.9939206838607788,,,
6,,3999,,,1.0146230459213257,,,
6,,4009,,,0.8893272876739502,,,
6,,4019,,,0.9640491008758545,,,
6,,4029,,,0.9542565941810608,,,
6,,4039,,,1.0189456939697266,,,
6,,4049,,,0.8192119002342224,,,
6,,4059,,,0.7731878757476807,,,
6,,4069,,,0.8903927803039551,,,
6,,4079,,,0.9639504551887512,,,
6,,4089,,,0.8503314256668091,,,
6,,4099,,,0.9699329137802124,,,
6,,4109,,,1.0373367071151733,,,
6,,4119,,,0.9965506196022034,,,
6,,4129,,,1.0183448791503906,,,
6,,4139,,,0.9235043525695801,,,
6,,4149,,,0.8878658413887024,,,
6,,4159,,,0.8848642706871033,,,
6,,4169,,,0.8017370700836182,,,
6,,4179,,,0.9217096567153931,,,
6,,4189,,,0.709944486618042,,,
6,,4199,,,0.904089629650116,,,
6,,4209,,,1.0576441287994385,,,
6,,4219,,,0.8597707152366638,,,
6,,4229,,,0.9347598552703857,,,
6,,4239,,,0.86370849609375,,,
6,,4249,,,1.0700068473815918,,,
6,,4259,,,0.866020143032074,,,
6,,4269,,,0.9785722494125366,,,
6,,4279,,,0.9028706550598145,,,
6,,4289,,,0.7256177663803101,,,
6,,4299,,,0.9082112908363342,,,
6,,4309,,,0.903664231300354,,,
6,,4319,,,0.8060674667358398,,,
6,,4329,,,0.9086208343505859,,,
6,,4339,,,0.9932336807250977,,,
6,,4349,,,0.9579386115074158,,,
6,,4359,,,0.9838835000991821,,,
6,,4369,,,0.9802204966545105,,,
6,,4379,,,0.7791845202445984,,,
6,,4389,,,0.8854585289955139,,,
6,,4399,,,0.5805304050445557,,,
6,,4409,,,0.9703434705734253,,,
6,,4419,,,0.985245406627655,,,
6,,4429,,,0.9810797572135925,,,
6,,4439,,,0.904220461845398,,,
6,,4449,,,1.1453627347946167,,,
6,,4459,,,0.8229317665100098,,,
6,,4469,,,0.9553402066230774,,,
6,,4479,,,0.9528233408927917,,,
6,,4489,,,0.7885016202926636,,,
6,,4499,,,0.8343985080718994,,,
6,,4509,,,0.7624633312225342,,,
6,,4519,,,1.021937370300293,,,
6,,4529,,,0.6889002323150635,,,
6,,4539,,,0.8679514527320862,,,
6,,4549,,,1.017680287361145,,,
6,,4559,,,1.0274457931518555,,,
6,,4569,,,0.8913531303405762,,,
6,,4579,,,0.7328162789344788,,,
6,,4589,,,0.7933050990104675,,,
6,,4599,,,0.9323126673698425,,,
6,,4609,,,0.8121728897094727,,,
6,,4619,,,0.7161307334899902,,,
6,,4629,,,0.9832066297531128,,,
6,,4639,,,0.6558329463005066,,,
6,,4640,,,,0.853722095489502,0.9717463254928589,0.5420401096343994
6,,4640,0.7437384128570557,0.9051395654678345,,,,
,0.001,4641,,,,,,
7,,4649,,,0.8069429397583008,,,
7,,4659,,,0.9382894039154053,,,
7,,4669,,,0.9314297437667847,,,
7,,4679,,,0.8512723445892334,,,
7,,4689,,,1.004622220993042,,,
7,,4699,,,0.925524890422821,,,
7,,4709,,,0.9096654653549194,,,
7,,4719,,,1.0188442468643188,,,
7,,4729,,,0.6830658912658691,,,
7,,4739,,,0.8745594620704651,,,
7,,4749,,,0.7376937866210938,,,
7,,4759,,,0.9248640537261963,,,
7,,4769,,,0.8706169724464417,,,
7,,4779,,,0.9709234237670898,,,
7,,4789,,,0.8213012218475342,,,
7,,4799,,,1.010635256767273,,,
7,,4809,,,0.7916542291641235,,,
7,,4819,,,0.817462682723999,,,
7,,4829,,,0.7578314542770386,,,
7,,4839,,,0.8787441253662109,,,
7,,4849,,,0.6892560124397278,,,
7,,4859,,,0.7789681553840637,,,
7,,4869,,,0.830626904964447,,,
7,,4879,,,0.6192514896392822,,,
7,,4889,,,0.9915012121200562,,,
7,,4899,,,0.6666659116744995,,,
7,,4909,,,0.9293751120567322,,,
7,,4919,,,0.8530496954917908,,,
7,,4929,,,0.8450546264648438,,,
7,,4939,,,0.9180644154548645,,,
7,,4949,,,0.8064139485359192,,,
7,,4959,,,0.9950522184371948,,,
7,,4969,,,0.8322885632514954,,,
7,,4979,,,0.7304303050041199,,,
7,,4989,,,0.8607006669044495,,,
7,,4999,,,0.7232144474983215,,,
7,,5009,,,0.879641056060791,,,
7,,5019,,,0.9471169710159302,,,
7,,5029,,,0.8477805256843567,,,
7,,5039,,,0.7609346508979797,,,
7,,5049,,,0.9755136370658875,,,
7,,5059,,,0.718612551689148,,,
7,,5069,,,0.8884415626525879,,,
7,,5079,,,1.0885202884674072,,,
7,,5089,,,0.865797758102417,,,
7,,5099,,,0.7329029440879822,,,
7,,5109,,,0.8156858682632446,,,
7,,5119,,,0.7827833890914917,,,
7,,5129,,,0.8088886737823486,,,
7,,5139,,,0.9671704173088074,,,
7,,5149,,,0.9187263250350952,,,
7,,5159,,,0.6902523040771484,,,
7,,5169,,,0.7351391315460205,,,
7,,5179,,,0.7551920413970947,,,
7,,5189,,,0.8746724128723145,,,
7,,5199,,,0.8499924540519714,,,
7,,5209,,,0.9122220873832703,,,
7,,5219,,,0.836441695690155,,,
7,,5229,,,0.6915172338485718,,,
7,,5239,,,0.7927065491676331,,,
7,,5249,,,0.7971395254135132,,,
7,,5259,,,0.9336997270584106,,,
7,,5269,,,0.8610424399375916,,,
7,,5279,,,0.7371399998664856,,,
7,,5289,,,0.652140736579895,,,
7,,5299,,,0.8783223032951355,,,
7,,5303,,,,0.8406973481178284,0.9729486107826233,0.545640230178833
7,,5303,0.7612649202346802,0.8498439788818359,,,,
,0.001,5304,,,,,,
8,,5309,,,0.6154883503913879,,,
8,,5319,,,0.5528919696807861,,,
8,,5329,,,0.9880614280700684,,,
8,,5339,,,0.8284435272216797,,,
8,,5349,,,1.1695196628570557,,,
8,,5359,,,0.852482795715332,,,
8,,5369,,,0.859809935092926,,,
